Date ,South Platte Above Cheesman (cfs),South Platte Above Cheesman (AF),South Platte Below Cheesman Downstream (cfs) ,South Platte Below Cheesman Downstream (AF) ,"Temperature, CS, Low","Temperature, CS, high",Roberts Tunnel (cfs),Roberts Tunnel (AF),"Temp, H, SS","Temp, L, SS"
3/8/2014,50.34685149,99.86297993,128,253.888,19,45,0,0,44,27
3/9/2014,52.63161708,104.3948125,128,253.888,19,65,0,0,68,27
3/10/2014,55.02006648,109.1323019,117,232.0695,29,66,0,0,68,24
3/11/2014,57.51690492,114.0847809,110,218.185,8,39,0,0,43,5
3/12/2014,60.12705116,119.262006,110,218.185,8,48,0,0,47,15
3/13/2014,62.85564715,124.6741761,110,218.185,22,56,0,0,60,17
3/14/2014,65.7080682,130.3319533,111,220.1685,22,57,0,0,60,22
3/15/2014,68.68993357,136.2464832,111,220.1685,17,46,0,0,46,20
3/16/2014,71.8071175,142.4294176,111,220.1685,17,59,0,0,61,22
3/17/2014,75.0657608,148.8929365,111,220.1685,24,58,0,0,65,20
3/18/2014,78.47228299,155.6497733,111,220.1685,16,33,0,0,37,19
3/19/2014,82.03339488,162.7132387,111,220.1685,16,49,0,0,56,20
