Date ,Conduit 20 Diversion (cfs),Conduit 20 from River (cfs),Conduit 20 to Marston Total (No Chatfield water) ,Conduit 20 (flow from Chatfield) ,Conduit 20 Total with Chatfield flow (AF),"Temp, H","Temp, L"
9/20/2021,101.22,12.67,113.89,0,113.89,84,51
9/21/2021,112.17,15.2,127.37,0,127.37,65,39
9/22/2021,100.94,15.2,116.14,0,116.14,64,39
9/23/2021,97.28,15.2,112.48,0,112.48,77,44
9/24/2021,98.77,15.2,113.97,0,113.97,81,44
9/25/2021,96.35,15.2,111.55,0,111.55,71,47
9/26/2021,96.77,15.2,111.97,0,111.97,84,47
9/27/2021,97.83,15.2,113.03,0,113.03,82,49
9/28/2021,97.65,15.2,112.85,0,112.85,87,49
9/29/2021,72.32,15.2,87.52,0,87.52,80,47
9/30/2021,66.91,15.2,82.11,0,82.11,68,43
10/1/2021,68.77,15.2,83.97,0,83.97,68,43
10/2/2021,68.67,15.2,83.87,0,83.87,66,45
10/3/2021,67.66,15.2,82.86,0,82.86,69,43
10/4/2021,67.15,15.2,82.35,0,82.35,75,43
10/5/2021,67.98,15.2,83.18,0,83.18,79,46
10/6/2021,68.44,15.2,83.64,0,83.64,82,51
10/7/2021,67.5,15.2,82.7,0,82.7,80,45
10/8/2021,67.03,15.2,82.23,0,82.23,75,46
10/9/2021,68.9,15.2,84.1,0,84.1,73,50
10/10/2021,67.09,15.2,82.29,0,82.29,73,37
10/11/2021,66.82,15.2,82.02,0,82.02,64,36
10/12/2021,68.41,15.2,83.61,0,83.61,68,38
10/13/2021,72.89,15.2,88.09,0,88.09,50,32
10/14/2021,76.57,15.2,91.77,0,91.77,60,30
10/15/2021,58,15.2,73.2,0,73.2,50,32
10/16/2021,45.22,15.2,60.42,0,60.42,54,31
10/17/2021,44.97,15.2,60.17,0,60.17,69,34
10/18/2021,46.71,15.2,61.91,0,61.91,72,45
10/19/2021,45.74,15.2,60.94,0,60.94,75,37
10/20/2021,45.11,15.2,60.31,0,60.31,57,28
10/21/2021,46.61,15.2,61.81,0,61.81,61,28
10/22/2021,44.5,15.2,59.7,0,59.7,64,36
10/23/2021,45.2,15.2,60.4,0,60.4,73,37
10/24/2021,46.01,15.2,61.21,0,61.21,68,36
10/25/2021,45.33,15.2,60.53,0,60.53,65,36
10/26/2021,45.87,15.2,61.07,0,61.07,71,43
10/27/2021,45.86,15.2,61.06,0,61.06,71,34
10/28/2021,51.92,3.9,55.82,0,55.82,54,31
10/29/2021,55.67,0,55.67,0,55.67,57,33
10/30/2021,54.63,0,54.63,0,54.63,73,38
10/31/2021,54.62,0,54.62,0,54.62,71,38
11/1/2021,41.99,0,41.99,0,41.99,41,36
11/2/2021,39.39,0,39.39,0,39.39,38,35
11/3/2021,53.54,0,53.54,0,53.54,44,33
11/4/2021,54.56,0,54.56,0,54.56,59,32
11/5/2021,54.58,0,54.58,0,54.58,67,40
11/6/2021,54.55,0,54.55,0,54.55,74,34
11/7/2021,54.57,0,54.57,0,54.57,79,38
11/8/2021,54.71,0,54.71,0,54.71,75,38
11/9/2021,54.56,0,54.56,0,54.56,47,29
11/10/2021,54.58,0,54.58,0,54.58,54,35
11/11/2021,54.55,0,54.55,0,54.55,54,29
11/12/2021,54.57,0,54.57,0,54.57,55,26
11/13/2021,54.6,0,54.6,0,54.6,56,31
11/14/2021,54.6,0,54.6,0,54.6,64,31
11/15/2021,54.64,0,54.64,0,54.64,65,35
11/16/2021,54.63,0,54.63,0,54.63,70,49
11/17/2021,54.66,0,54.66,0,54.66,69,25
11/18/2021,54.54,0,54.54,0,54.54,36,16
11/19/2021,54.59,0,54.59,0,54.59,51,18
11/20/2021,54.78,0,54.78,0,54.78,65,33
11/21/2021,54.59,0,54.59,0,54.59,54,27
11/22/2021,54.68,0,54.68,0,54.68,58,28
11/23/2021,54.52,0,54.52,0,54.52,69,34
11/24/2021,54.57,0,54.57,0,54.57,69,37
11/25/2021,54.5,0,54.5,0,54.5,41,20
11/26/2021,54.51,0,54.51,0,54.51,57,22
11/27/2021,54.56,0,54.56,0,54.56,66,33
11/28/2021,54.55,0,54.55,0,54.55,54,28
11/29/2021,54.58,0,54.58,0,54.58,67,40
11/30/2021,54.55,0,54.55,0,54.55,71,37
12/1/2021,54.3,0,54.3,0,54.3,61,39
12/2/2021,31.94,0,31.94,0,31.94,70,40
12/3/2021,39.5,0,39.5,0,39.5,72,37
12/4/2021,53.08,0,53.08,0,53.08,61,29
12/5/2021,53.14,0,53.14,0,53.14,65,29
12/6/2021,53.09,0,53.09,0,53.09,61,17
12/7/2021,53.1,0,53.1,0,53.1,48,18
12/8/2021,36.84,0,36.84,0,36.84,53,31
12/9/2021,31.37,0,31.37,0,31.37,54,29
12/10/2021,31.46,0,31.46,0,31.46,54,27
12/11/2021,31.37,0,31.37,0,31.37,33,13
12/12/2021,31.4,0,31.4,0,31.4,46,25
12/13/2021,31.43,0,31.43,0,31.43,65,29
12/14/2021,31.38,0,31.38,0,31.38,54,29
12/15/2021,31.44,0,31.44,0,31.44,66,43
12/16/2021,31.46,0,31.46,0,31.46,51,23
12/17/2021,31.49,0,31.49,0,31.49,51,17
12/18/2021,31.43,0,31.43,0,31.43,42,11
12/19/2021,31.41,0,31.41,0,31.41,45,11
12/20/2021,31.42,0,31.42,0,31.42,62,26
12/21/2021,31.45,0,31.45,0,31.45,62,27
12/22/2021,31.44,0,31.44,0,31.44,62,30
12/23/2021,31.48,0,31.48,0,31.48,64,33
12/24/2021,31.49,0,31.49,0,31.49,66,37
12/25/2021,31.44,0,31.44,0,31.44,46,30
12/26/2021,31.45,0,31.45,0,31.45,53,34
12/27/2021,31.44,0,31.44,0,31.44,52,16
12/28/2021,31.52,0,31.52,0,31.52,49,16
12/29/2021,31.52,0,31.52,0,31.52,32,12
12/30/2021,31.48,0,31.48,0,31.48,33,16
12/31/2021,31.51,0,31.51,0,31.51,48,28
1/1/2022,31.53,0,31.53,0,31.53,36,6
1/2/2022,31.45,0,31.45,0,31.45,12,2
1/3/2022,31.45,0,31.45,0,31.45,43,12
1/4/2022,31.51,0,31.51,0,31.51,51,28
1/5/2022,31.57,0,31.57,0,31.57,49,18
1/6/2022,31.5,0,31.5,0,31.5,36,3
1/7/2022,31.48,0,31.48,0,31.48,37,3
1/8/2022,31.55,0,31.55,0,31.55,55,30
1/9/2022,31.61,0,31.61,0,31.61,41,17
1/10/2022,31.56,0,31.56,0,31.56,37,19
1/11/2022,31.54,0,31.54,0,31.54,58,24
1/12/2022,31.55,0,31.55,0,31.55,58,28
1/13/2022,31.56,0,31.56,0,31.56,56,32
1/14/2022,31.55,0,31.55,0,31.55,64,34
1/15/2022,31.49,0,31.49,0,31.49,41,10
1/16/2022,31.48,0,31.48,0,31.48,49,10
1/17/2022,31.5,0,31.5,0,31.5,57,24
1/18/2022,31.51,0,31.51,0,31.51,57,33
1/19/2022,15.58,0,15.58,0,15.58,50,25
1/20/2022,15.25,0,15.25,0,15.25,25,15
1/21/2022,15.23,0,15.23,0,15.23,40,15
1/22/2022,15.28,0,15.28,0,15.28,32,19
1/23/2022,15.28,0,15.28,0,15.28,43,19
1/24/2022,1.42,0,1.42,0,1.42,51,23
1/25/2022,0,6.52,6.52,0,6.52,46,25
1/26/2022,2.86,11.56,14.42,0,14.42,26,5
1/27/2022,0.41,8.35,8.76,0,8.76,39,12
1/28/2022,0.25,12.57,12.82,0,12.82,27,7
1/29/2022,0.29,11.62,11.91,0,11.91,48,14
1/30/2022,11.79,0,11.79,0,11.79,59,18
1/31/2022,1.84,10.57,12.41,0,12.41,58,20
2/1/2022,1.99,13.02,15.01,0,15.01,61,20
2/2/2022,2.12,12.53,14.65,0,14.65,33,10
2/3/2022,0,12.87,12.87,0,12.87,13,-9
2/4/2022,3.33,13.39,16.72,0,16.72,23,-6
2/5/2022,0.31,14.03,14.34,0,14.34,43,8
2/6/2022,3.3,13.67,16.97,0,16.97,44,27
2/7/2022,0.68,13.76,14.44,0,14.44,37,20
2/8/2022,4.23,13.28,17.51,0,17.51,53,29
2/9/2022,1.26,13.57,14.83,0,14.83,49,28
2/10/2022,3.68,13.9,17.58,0,17.58,52,28
2/11/2022,12.21,0,12.21,0,12.21,58,31
2/12/2022,13.77,0,13.77,0,13.77,35,8
2/13/2022,52.49,11.01,63.5,0,63.5,43,9
2/14/2022,61.83,13.86,75.69,0,75.69,53,22
2/15/2022,62.2,14.81,77.01,0,77.01,57,27
2/16/2022,70.9,12.73,83.63,0,83.63,54,24
2/17/2022,70.44,10.1,80.54,0,80.54,54,6
2/18/2022,51.65,10.74,62.39,0,62.39,40,6
2/19/2022,30.26,14.87,45.13,0,45.13,46,6
2/20/2022,31.46,13.96,45.42,0,45.42,57,21
2/21/2022,30.04,12.87,42.91,0,42.91,63,28
2/22/2022,31.72,9.51,41.23,0,41.23,55,-1
2/23/2022,30.4,12.63,43.03,0,43.03,6,-1
2/24/2022,31.33,12.29,43.62,0,43.62,10,-1
2/25/2022,28.88,13.03,41.91,0,41.91,27,0
2/26/2022,31.71,11.18,42.89,0,42.89,28,6
2/27/2022,32.62,12.67,45.29,0,45.29,37,12
2/28/2022,21.64,13.24,34.88,0,34.88,57,28
3/1/2022,17.57,14.26,31.83,0,31.83,63,31
3/2/2022,18.61,14.76,33.37,0,33.37,68,36
3/3/2022,31.58,0,31.58,0,31.58,71,33
3/4/2022,19.43,14.63,34.06,0,34.06,67,38
3/5/2022,16.38,14.63,31.01,0,31.01,65,32
3/6/2022,18.8,14.63,33.43,0,33.43,35,19
3/7/2022,17.53,11.2,28.73,0,28.73,22,11
3/8/2022,17.66,14.13,31.79,0,31.79,28,14
3/9/2022,15.13,12.26,27.39,0,27.39,39,18
3/10/2022,18.73,7.87,26.6,0,26.6,19,-3
3/11/2022,0.4,9.43,9.83,0,9.83,19,1
3/12/2022,2.41,14.73,17.14,0,17.14,37,7
3/13/2022,-0.63,14.63,14,0,14,54,29
3/14/2022,1.69,14.68,16.37,0,16.37,67,33
3/15/2022,-0.51,14.82,14.31,0,14.31,59,34
3/16/2022,2.1,14.82,16.92,0,16.92,72,35
3/17/2022,-1.17,14.82,13.65,0,13.65,56,35
3/18/2022,1.62,14.82,16.44,0,16.44,42,24
3/19/2022,-0.8,14.82,14.02,0,14.02,55,21
3/20/2022,1.8,14.82,16.62,0,16.62,58,26
3/21/2022,-1.05,14.82,13.77,0,13.77,65,32
3/22/2022,1.96,14.82,16.78,0,16.78,42,30
3/23/2022,-0.67,14.63,13.96,0,13.96,49,30
3/24/2022,2.06,14.63,16.69,0,16.69,53,23
3/25/2022,-1.26,14.63,13.37,0,13.37,62,33
3/26/2022,2.42,14.63,17.05,0,17.05,63,33
3/27/2022,-1.42,14.63,13.21,0,13.21,73,38
3/28/2022,2.18,14.63,16.81,0,16.81,65,38
3/29/2022,-1.15,14.63,13.48,0,13.48,75,45
3/30/2022,2.2,14.63,16.83,0,16.83,52,23
3/31/2022,-0.82,14.63,13.81,0,13.81,53,27
4/1/2022,0,13.8,13.8,0,13.8,62,31
4/2/2022,0,10.23,10.23,0,10.23,56,35
4/3/2022,0,13.01,13.01,0,13.01,65,35
4/4/2022,0,14.97,14.97,0,14.97,51,36
4/5/2022,0,15.01,15.01,0,15.01,66,39
4/6/2022,1.06,15.01,16.07,0,16.07,61,31
4/7/2022,0,13.84,13.84,0,13.84,45,24
4/8/2022,0.93,14.82,15.75,0,15.75,52,26
4/9/2022,0,14.74,14.74,0,14.74,66,44
4/10/2022,0,14.53,14.53,0,14.53,74,36
4/11/2022,0.08,14.82,14.9,0,14.9,55,30
4/12/2022,0,14.24,14.24,0,14.24,62,35
4/13/2022,0.6,14.82,15.42,0,15.42,58,18
4/14/2022,0,14.56,14.56,0,14.56,39,18
4/15/2022,0.55,14.63,15.18,0,15.18,56,30
4/16/2022,0,14.56,14.56,0,14.56,63,32
4/17/2022,14.26,0,14.26,0,14.26,55,32
4/18/2022,1.88,0,1.88,0,1.88,56,30
4/19/2022,0,0,0,0,0,60,33
4/20/2022,0,0,0,0,0,79,44
4/21/2022,0,0,0,0,0,70,43
4/22/2022,1.3,0,1.3,0,1.3,79,51
4/23/2022,0,0,0,0,0,84,45
4/24/2022,0,0,0,0,0,56,32
4/25/2022,37.68,0,37.68,0,37.68,52,33
4/26/2022,62.03,0,62.03,0,62.03,54,36
4/27/2022,94.27,0,94.27,0,94.27,73,45
4/28/2022,97.52,0,97.52,0,97.52,71,44
4/29/2022,97.43,0,97.43,0,97.43,74,42
4/30/2022,97.35,0,97.35,0,97.35,65,41
5/1/2022,97.34,0,97.34,0,97.34,64,34
5/2/2022,97.36,0,97.36,0,97.36,61,38
5/3/2022,97.33,0,97.33,0,97.33,43,33
5/4/2022,97.37,0,97.37,0,97.37,56,33
5/5/2022,97.35,0,97.35,0,97.35,51,36
5/6/2022,66.77,0,66.77,0,66.77,68,49
5/7/2022,62.33,0,62.33,0,62.33,81,50
5/8/2022,62.43,0,62.43,0,62.43,87,46
5/9/2022,66.28,0,66.28,0,66.28,77,47
5/10/2022,66.3,0,66.3,0,66.3,76,45
5/11/2022,66.3,0,66.3,0,66.3,70,48
5/12/2022,66.39,0,66.39,0,66.39,88,49
5/13/2022,66.42,0,66.42,0,66.42,70,39
5/14/2022,66.49,0,66.49,0,66.49,75,46
5/15/2022,66.51,0,66.51,0,66.51,80,50
5/16/2022,66.51,0,66.51,0,66.51,76,51
5/17/2022,66.54,0,66.54,0,66.54,81,49
5/18/2022,66.54,0,66.54,0,66.54,83,50
5/19/2022,66.51,0,66.51,0,66.51,80,54
5/20/2022,66.55,0,66.55,0,66.55,87,37
5/21/2022,66.54,0,66.54,0,66.54,39,30
5/22/2022,66.56,0,66.56,0,66.56,45,32
5/23/2022,65.58,0,65.58,0,65.58,57,41
5/24/2022,65.2,0,65.2,0,65.2,58,43
5/25/2022,65.23,0,65.23,0,65.23,54,38
5/26/2022,65.25,0,65.25,0,65.25,68,43
5/27/2022,65.24,0,65.24,0,65.24,81,51
5/28/2022,65.22,0,65.22,0,65.22,87,50
5/29/2022,65.22,0,65.22,0,65.22,87,50
5/30/2022,65.3,0,65.3,0,65.3,73,44
5/31/2022,65.34,0,65.34,0,65.34,66,42
6/1/2022,94.13,0,94.13,0,94.13,60,38
6/2/2022,140.81,0,140.81,0,140.81,56,39
6/3/2022,158.17,0,158.17,0,158.17,68,48
6/4/2022,158.1,0,158.1,0,158.1,71,49
6/5/2022,99.99,0,99.99,0,99.99,83,57
6/6/2022,68.22,0,68.22,0,68.22,79,53
6/7/2022,56.33,0,56.33,0,56.33,77,53
6/8/2022,56.31,0,56.31,0,56.31,80,54
6/9/2022,56.32,0,56.32,0,56.32,79,56
6/10/2022,56.36,0,56.36,0,56.36,86,55
6/11/2022,56.38,0,56.38,0,56.38,89,62
6/12/2022,56.29,0,56.29,0,56.29,97,62
6/13/2022,82.53,0,82.53,0,82.53,90,67
6/14/2022,90.47,0,90.47,0,90.47,95,55
6/15/2022,90.47,0,90.47,0,90.47,81,47
6/16/2022,110.28,0,110.28,0,110.28,85,55
6/17/2022,112.36,0,112.36,0,112.36,89,60
6/18/2022,112.39,0,112.39,0,112.39,94,66
6/19/2022,112.39,0,112.39,0,112.39,87,67
6/20/2022,112.43,0,112.43,0,112.43,83,64
6/21/2022,112.46,0,112.46,0,112.46,88,52
6/22/2022,112.43,0,112.43,0,112.43,78,49
6/23/2022,112.43,0,112.43,0,112.43,81,60
6/24/2022,112.44,0,112.44,0,112.44,89,57
6/25/2022,112.58,0,112.58,0,112.58,86,54
6/26/2022,112.58,0,112.58,0,112.58,65,54
6/27/2022,86.66,0,86.66,0,86.66,65,52
6/28/2022,81.65,0,81.65,0,81.65,84,54
6/29/2022,81.64,0,81.64,0,81.64,91,62
6/30/2022,81.76,0,81.76,0,81.76,90,63
7/1/2022,81.75,0,81.75,0,81.75,81,58
7/2/2022,81.64,0,81.64,0,81.64,82,55
7/3/2022,81.63,0,81.63,0,81.63,86,63
7/4/2022,61.1,0,61.1,0,61.1,87,61
7/5/2022,60.35,0,60.35,0,60.35,92,59
7/6/2022,60.4,0,60.4,0,60.4,92,59
